@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

IconsFeatures,1,6,weka.classifiers.lazy.IBk,'-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1802,21803,2423,2195,228,0,90.590177,9.409823,0,0.89864,0.020747,0.102055,15.645396,39.633883,9217.35589,1584.692828,7632.663062,3.804109,0.654021,3.150088,8352.492209,3.44717,219563.100242,0.977011,170,0.010227,23,0.989773,2226,0.022989,4,0.880829,0.977011,0.926431,0.921867,0.993295,0.972315,0.905902,0.007176,0.992824,0.094098,0.90743,0.905902,0.905974,0.899141,0.986055,0.938676,0.905496,0.905902,0.006,22.089,0.015625,21.96875,15.625,21968.75,8488879,8485690,946870,97.771358,10.706916,?
IconsFeatures,1,7,weka.classifiers.lazy.IBk,'-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1803,21804,2422,2185,237,0,90.214699,9.785301,0,0.894611,0.021345,0.105833,16.096606,41.101159,9213.559589,1888.438113,7325.121477,3.804112,0.779702,3.02441,8297.242086,3.425781,218110.753624,0.95977,167,0.006673,15,0.993327,2233,0.04023,7,0.917582,0.95977,0.938202,0.933578,0.989274,0.939493,0.902147,0.007408,0.992592,0.097853,0.90462,0.902147,0.902387,0.895422,0.981704,0.926204,0.902153,0.902147,0.005,22.037,0,21.875,0,21875,8489268,8486079,946481,96.985962,10.675947,?
IconsFeatures,1,8,weka.classifiers.lazy.IBk,'-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1803,21804,2422,2189,233,0,90.379851,9.620149,0,0.896392,0.020958,0.103254,15.80429,40.099497,9213.69098,1638.642197,7575.048783,3.804166,0.676566,3.127601,8335.891208,3.441739,219127.076494,0.948276,165,0.004893,11,0.995107,2237,0.051724,9,0.9375,0.948276,0.942857,0.938425,0.989831,0.952659,0.903799,0.007259,0.992741,0.096201,0.905779,0.903799,0.90381,0.896979,0.985033,0.933039,0.903446,0.903799,0.006,21.657,0.015625,21.546875,15.625,21546.875,8489268,8486079,946481,97.646573,10.776218,?
IconsFeatures,1,9,weka.classifiers.lazy.IBk,'-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1804,21804,2422,2139,283,0,88.315442,11.684558,0,0.87415,0.023047,0.11054,17.37999,42.928769,9213.69098,1952.755748,7260.935232,3.804166,0.806258,2.997909,8220.272357,3.394002,216087.782893,0.977011,170,0.008007,18,0.991993,2230,0.022989,4,0.904255,0.977011,0.939227,0.935143,0.996073,0.974565,0.883154,0.00889,0.99111,0.116846,0.884995,0.883154,0.883099,0.874667,0.981431,0.920738,0.88273,0.883154,0.005,21.894,0,21.78125,0,21781.25,8489268,8486079,946481,97.02725,10.882388,?
IconsFeatures,1,10,weka.classifiers.lazy.IBk,'-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1804,21804,2422,2165,257,0,89.388935,10.611065,0,0.885717,0.022255,0.106486,16.782725,41.354263,9213.76658,1763.156458,7450.610122,3.804198,0.727975,3.076222,8279.465117,3.418441,217643.992236,0.965517,168,0.004004,9,0.995996,2239,0.034483,6,0.949153,0.965517,0.957265,0.953967,0.993454,0.976256,0.893889,0.008048,0.991952,0.106111,0.895405,0.893889,0.893801,0.886118,0.983914,0.932764,0.893543,0.893889,0.005,22.286,0,22.203125,0,22203.125,8489268,8486079,946481,97.440132,10.94432,?
IconsFeatures,1,1,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1804,21803,2423,2185,238,0,90.177466,9.822534,0,0.894216,0.022008,0.105036,16.596233,40.791537,9217.581682,1685.221832,7532.35985,3.804202,0.69551,3.108692,8290.361713,3.421528,217930.461242,0.977011,170,0.009337,21,0.990663,2228,0.022989,4,0.890052,0.977011,0.931507,0.927117,0.992835,0.962908,0.901775,0.007413,0.992587,0.098225,0.904455,0.901775,0.901584,0.894907,0.98509,0.932561,0.90147,0.901775,0.008,23.072,0.015625,22.9375,15.625,22937.5,8488887,8485690,946870,97.688816,11.243441,?
IconsFeatures,1,2,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1805,21803,2423,2173,250,0,89.682212,10.317788,0,0.888887,0.022163,0.106439,16.713013,41.336439,9217.318863,1587.67689,7629.641973,3.804094,0.655253,3.148841,8279.431896,3.417017,217642.457816,0.948571,166,0.008452,19,0.991548,2229,0.051429,9,0.897297,0.948571,0.922222,0.916398,0.993331,0.978661,0.896822,0.007745,0.992255,0.103178,0.899803,0.896822,0.897027,0.889841,0.986649,0.933943,0.8967,0.896822,0.006,23.035,0.015625,22.796875,15.625,22796.875,8488887,8485690,946870,98.018985,11.181534,?
IconsFeatures,1,3,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1805,21803,2423,2181,242,0,90.012381,9.987619,0,0.892444,0.022863,0.106724,17.240939,41.44727,9217.346607,1641.311192,7576.035415,3.804105,0.677388,3.126717,8266.835576,3.411818,217311.410785,0.948276,165,0.005336,12,0.994664,2237,0.051724,9,0.932203,0.948276,0.940171,0.935539,0.992946,0.970974,0.900124,0.0075,0.9925,0.099876,0.902649,0.900124,0.900016,0.893118,0.985949,0.933117,0.899926,0.900124,0.005,22.043,0.015625,21.875,15.625,21875,8488887,8485690,946870,97.895171,11.379046,?
IconsFeatures,1,4,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1805,21803,2423,2179,244,0,89.929839,10.070161,0,0.891549,0.021772,0.104416,16.418472,40.55089,9217.346607,1573.088425,7644.258182,3.804105,0.649232,3.154873,8307.834413,3.428739,218389.152693,0.965517,168,0.008004,18,0.991996,2231,0.034483,6,0.903226,0.965517,0.933333,0.928592,0.992865,0.962247,0.899298,0.007611,0.992389,0.100702,0.901435,0.899298,0.899103,0.892065,0.986636,0.936908,0.899146,0.899298,0.005,22.335,0,22.1875,0,22187.5,8488887,8485690,946870,97.977714,11.166794,?
IconsFeatures,1,5,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1806,21803,2423,2158,265,0,89.063145,10.936855,0,0.882213,0.022656,0.108173,17.085341,42.009871,9217.336136,1722.881929,7494.454208,3.804101,0.711053,3.093048,8252.237646,3.405793,216927.644072,0.954023,166,0.003557,8,0.996443,2241,0.045977,8,0.954023,0.954023,0.954023,0.950466,0.990715,0.97776,0.890631,0.008292,0.991708,0.109369,0.892827,0.890631,0.890641,0.882827,0.984877,0.930971,0.890635,0.890631,0.006,22.216,0,22.109375,0,22109.375,8488887,8485690,946870,97.688816,11.178586,?
IconsFeatures,1,6,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1806,21803,2423,2186,237,0,90.218737,9.781263,0,0.894641,0.021772,0.103517,16.418469,40.201658,9217.35589,1592.055076,7625.300813,3.804109,0.657059,3.147049,8315.030812,3.431709,218578.347392,0.982759,171,0.011116,25,0.988884,2224,0.017241,3,0.872449,0.982759,0.924324,0.92,0.993246,0.971963,0.902187,0.007445,0.992555,0.097813,0.904082,0.902187,0.902299,0.89527,0.986467,0.938106,0.901745,0.902187,0.01,22.032,0.015625,21.8125,15.625,21812.5,8488887,8485690,946870,97.895171,11.234597,?
IconsFeatures,1,7,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1807,21804,2422,2179,243,0,89.966969,10.033031,0,0.891938,0.022194,0.106871,16.736575,41.504296,9213.559589,1878.774529,7334.785061,3.804112,0.775712,3.0284,8267.009776,3.413299,217316.03269,0.95977,167,0.008007,18,0.991993,2230,0.04023,7,0.902703,0.95977,0.930362,0.9253,0.9893,0.943067,0.89967,0.007637,0.992363,0.10033,0.901898,0.89967,0.899853,0.892642,0.982356,0.92714,0.89974,0.89967,0.005,22.168,0.015625,22,15.625,22000,8489276,8486079,946481,97.151115,11.115371,?
IconsFeatures,1,8,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1807,21804,2422,2176,246,0,89.843105,10.156895,0,0.890611,0.021663,0.103854,16.336241,40.332309,9213.69098,1507.987123,7705.703857,3.804166,0.622621,3.181546,8315.203438,3.433197,218583.253349,0.948276,165,0.005783,13,0.994217,2235,0.051724,9,0.926966,0.948276,0.9375,0.932673,0.992549,0.954862,0.898431,0.007675,0.992325,0.101569,0.900498,0.898431,0.898434,0.891217,0.987329,0.936818,0.898083,0.898431,0.006,22.295,0,22.09375,0,22093.75,8489276,8486079,946481,98.142031,11.242185,?
IconsFeatures,1,9,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1807,21804,2422,2132,290,0,88.026424,11.973576,0,0.87104,0.023912,0.111744,18.031885,43.396677,9213.69098,1903.21388,7310.4771,3.804166,0.785803,3.018364,8189.064516,3.381117,215267.416744,0.977011,170,0.008897,20,0.991103,2228,0.022989,4,0.894737,0.977011,0.934066,0.92977,0.996032,0.973896,0.880264,0.009105,0.990895,0.119736,0.882281,0.880264,0.880104,0.871558,0.98265,0.922862,0.879811,0.880264,0.008,22.947,0.015625,22.578125,15.625,22578.125,8489276,8486079,946481,97.316268,11.29232,?
IconsFeatures,1,10,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1808,21804,2422,2160,262,0,89.182494,10.817506,0,0.883495,0.022798,0.10688,17.192377,41.507524,9213.76658,1727.127749,7486.638831,3.804198,0.7131,3.091098,8259.34566,3.410134,217115.107947,0.965517,168,0.004004,9,0.995996,2239,0.034483,6,0.949153,0.965517,0.957265,0.953967,0.993464,0.976549,0.891825,0.008194,0.991806,0.108175,0.893337,0.891825,0.891773,0.883913,0.984797,0.93377,0.891467,0.891825,0.006,26.212,0,24.84375,0,24843.75,8489276,8486079,946481,97.646573,11.345405,?
IconsFeatures,1,1,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1808,21803,2423,2177,246,0,89.847297,10.152703,0,0.890662,0.022694,0.106283,17.113547,41.275634,9217.581682,1669.096261,7548.485421,3.804202,0.688855,3.115347,8261.119985,3.409459,217161.777859,0.977011,170,0.009782,22,0.990218,2227,0.022989,4,0.885417,0.977011,0.928962,0.924482,0.992769,0.962549,0.898473,0.007656,0.992344,0.101527,0.901503,0.898473,0.89821,0.891426,0.985715,0.932973,0.898101,0.898473,0.011,30.194,0.015625,28.359375,15.625,28359.375,8488895,8485690,946870,97.8539,11.623725,?
IconsFeatures,1,2,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1809,21803,2423,2155,268,0,88.939331,11.060669,0,0.880884,0.022897,0.10739,17.266762,41.70578,9217.318863,1568.881843,7648.43702,3.804094,0.647496,3.156598,8251.661984,3.405556,216912.46669,0.942857,165,0.008452,19,0.991548,2229,0.057143,10,0.896739,0.942857,0.91922,0.913096,0.993245,0.978086,0.889393,0.008343,0.991657,0.110607,0.891796,0.889393,0.889391,0.881573,0.987346,0.935661,0.88918,0.889393,0.006,26.114,0,25.296875,0,25296.875,8488895,8485690,946870,98.184069,11.582454,?
IconsFeatures,1,3,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1809,21803,2423,2166,257,0,89.393314,10.606686,0,0.885777,0.023703,0.10785,17.874346,41.884444,9217.346607,1637.219422,7580.127185,3.804105,0.675699,3.128406,8238.570147,3.400153,216568.393689,0.942529,164,0.006225,14,0.993775,2235,0.057471,10,0.921348,0.942529,0.931818,0.926548,0.992722,0.968848,0.893933,0.007989,0.992011,0.106067,0.89684,0.893933,0.893746,0.886521,0.986462,0.93364,0.893745,0.893933,0.006,23.767,0,23.1875,0,23187.5,8488895,8485690,946870,98.018985,11.830081,?
IconsFeatures,1,4,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.181,21803,2423,2173,250,0,89.682212,10.317788,0,0.888879,0.022543,0.105354,17.000004,40.915226,9217.346607,1495.558039,7721.788568,3.804105,0.617234,3.186871,8283.47916,3.418687,217748.922904,0.95977,167,0.007559,17,0.992441,2232,0.04023,7,0.907609,0.95977,0.932961,0.92804,0.992786,0.961472,0.896822,0.007804,0.992196,0.103178,0.898775,0.896822,0.896696,0.889388,0.988101,0.938532,0.896513,0.896822,0.006,25.604,0,24.9375,0,24937.5,8488895,8485690,946870,98.307883,11.606037,?
IconsFeatures,1,5,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.181,21803,2423,2150,273,0,88.732976,11.267024,0,0.878663,0.023447,0.109218,17.681698,42.41567,9217.336136,1683.15346,7534.182676,3.804101,0.694657,3.109444,8219.107184,3.39212,216056.739301,0.948276,165,0.003557,8,0.996443,2241,0.051724,9,0.953757,0.948276,0.951009,0.947235,0.990618,0.976994,0.88733,0.008514,0.991486,0.11267,0.89021,0.88733,0.887302,0.879464,0.985807,0.930762,0.887285,0.88733,0.008,24.778,0.015625,24.484375,15.625,24484.375,8488895,8485690,946870,97.936442,11.664996,?
IconsFeatures,1,6,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.181,21803,2423,2173,250,0,89.682212,10.317788,0,0.888864,0.022628,0.105272,17.064218,40.883023,9217.35589,1636.922654,7580.433236,3.804109,0.675577,3.128532,8278.828706,3.416768,217626.697716,0.982759,171,0.009782,22,0.990218,2227,0.017241,3,0.88601,0.982759,0.93188,0.927771,0.993224,0.971541,0.896822,0.007859,0.992141,0.103178,0.899102,0.896822,0.896947,0.889597,0.986265,0.936859,0.896585,0.896822,0.005,24.471,0.015625,24.1875,15.625,24187.5,8488895,8485690,946870,97.895171,11.620777,?
IconsFeatures,1,7,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1811,21804,2422,2178,244,0,89.925681,10.074319,0,0.891497,0.022906,0.107548,17.273873,41.766966,9213.559589,1846.856075,7366.703514,3.804112,0.762533,3.041579,8242.327351,3.403108,216667.202386,0.954023,166,0.007117,16,0.992883,2232,0.045977,8,0.912088,0.954023,0.932584,0.927512,0.989432,0.947874,0.899257,0.007652,0.992348,0.100743,0.901333,0.899257,0.899332,0.892107,0.983194,0.927845,0.899324,0.899257,0.007,25.269,0,24.71875,0,24718.75,8489284,8486079,946481,97.357556,11.542999,?
IconsFeatures,1,8,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1811,21804,2422,2176,246,0,89.843105,10.156895,0,0.890609,0.022415,0.104905,16.903185,40.740629,9213.69098,1475.719738,7737.971242,3.804166,0.609298,3.194868,8286.73354,3.421442,217834.860019,0.948276,165,0.005338,12,0.994662,2236,0.051724,9,0.932203,0.948276,0.940171,0.935537,0.992669,0.959708,0.898431,0.007685,0.992315,0.101569,0.899916,0.898431,0.898236,0.890965,0.988209,0.937753,0.897882,0.898431,0.005,28.533,0,26.3125,0,26312.5,8489284,8486079,946481,98.348472,11.67866,?
IconsFeatures,1,9,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1812,21804,2422,2128,294,0,87.861272,12.138728,0,0.869262,0.024728,0.112621,18.647644,43.73712,9213.69098,1863.387601,7350.303379,3.804166,0.769359,3.034807,8157.907208,3.368252,214448.378978,0.971264,169,0.008007,18,0.991993,2230,0.028736,5,0.903743,0.971264,0.936288,0.93187,0.995921,0.972847,0.878613,0.00921,0.99079,0.121387,0.88044,0.878613,0.878647,0.869826,0.98361,0.923616,0.878098,0.878613,0.01,27.066,0.015625,25.8125,15.625,25812.5,8489284,8486079,946481,97.563997,11.805474,?
IconsFeatures,1,10,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1812,21804,2422,2150,272,0,88.769612,11.230388,0,0.879047,0.023614,0.108017,17.807511,41.949172,9213.76658,1727.618567,7486.148013,3.804198,0.713302,3.090895,8227.49101,3.396982,216277.738267,0.965517,168,0.004893,11,0.995107,2237,0.034483,6,0.938547,0.965517,0.951841,0.948167,0.993354,0.975214,0.887696,0.00852,0.99148,0.112304,0.888888,0.887696,0.887407,0.879274,0.985202,0.934129,0.88712,0.887696,0.007,24.634,0,23.9375,0,23937.5,8489284,8486079,946481,97.770438,11.78188,?
IconsFeatures,1,1,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1813,21803,2423,2172,251,0,89.640941,10.359059,0,0.888441,0.023337,0.106987,17.598538,41.549166,9217.581682,1628.788138,7588.793544,3.804202,0.67222,3.131982,8240.26693,3.400853,216613.609281,0.965517,168,0.008893,20,0.991107,2229,0.034483,6,0.893617,0.965517,0.928177,0.923194,0.992732,0.962431,0.896409,0.007822,0.992178,0.103591,0.899415,0.896409,0.896161,0.889189,0.986576,0.933026,0.896236,0.896409,0.007,23.957,0.015625,23.796875,15.625,23796.875,8488903,8485690,946870,98.060256,12.039384,?
IconsFeatures,1,2,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1813,21803,2423,2156,267,0,88.980603,11.019397,0,0.881331,0.023632,0.108386,17.820913,42.092614,9217.318863,1566.136597,7651.182266,3.804094,0.646363,3.157731,8219.374197,3.39223,216063.713604,0.942857,165,0.008007,18,0.991993,2230,0.057143,10,0.901639,0.942857,0.921788,0.915819,0.993144,0.977515,0.889806,0.008285,0.991715,0.110194,0.892523,0.889806,0.88987,0.882152,0.987746,0.936063,0.889515,0.889806,0.006,23.005,0,22.796875,0,22796.875,8488903,8485690,946870,98.307883,12.030541,?
IconsFeatures,1,3,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1813,21803,2423,2162,261,0,89.228229,10.771771,0,0.883999,0.024357,0.108492,18.367742,42.13384,9217.346607,1612.018977,7605.32763,3.804105,0.665299,3.138806,8215.57165,3.390661,215963.82912,0.942529,164,0.006225,14,0.993775,2235,0.057471,10,0.921348,0.942529,0.931818,0.926548,0.992575,0.967948,0.892282,0.008135,0.991865,0.107718,0.894852,0.892282,0.891906,0.884549,0.987205,0.935443,0.892114,0.892282,0.005,23.176,0,22.9375,0,22937.5,8488903,8485690,946870,98.184069,12.26048,?
IconsFeatures,1,4,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1814,21803,2423,2163,260,0,89.269501,10.730499,0,0.884435,0.023207,0.106446,17.500803,41.339104,9217.346607,1476.814,7740.532608,3.804105,0.609498,3.194607,8253.188345,3.406186,216952.664199,0.95977,167,0.008004,18,0.991996,2231,0.04023,7,0.902703,0.95977,0.930362,0.925303,0.995494,0.963563,0.892695,0.00812,0.99188,0.107305,0.894649,0.892695,0.892502,0.884915,0.988714,0.938419,0.892352,0.892695,0.006,23.385,0.015625,23.078125,15.625,23078.125,8488903,8485690,946870,98.472967,12.018749,?
IconsFeatures,1,5,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1814,21803,2423,2143,280,0,88.444078,11.555922,0,0.875551,0.02428,0.11054,18.30995,42.929268,9217.336136,1698.966257,7518.369879,3.804101,0.701183,3.102918,8183.024168,3.377228,215108.220388,0.954023,166,0.004446,10,0.995554,2239,0.045977,8,0.943182,0.954023,0.948571,0.944586,0.993341,0.979972,0.884441,0.008747,0.991253,0.115559,0.887257,0.884441,0.884311,0.876285,0.985993,0.930281,0.88438,0.884441,0.006,23.187,0,22.96875,0,22968.75,8488903,8485690,946870,98.018985,12.139614,?
IconsFeatures,1,6,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1814,21803,2423,2162,261,0,89.228229,10.771771,0,0.883977,0.023319,0.10626,17.585271,41.266995,9217.35589,1631.220904,7586.134985,3.804109,0.673224,3.130885,8250.592539,3.405115,216884.449737,0.982759,171,0.010227,23,0.989773,2226,0.017241,3,0.881443,0.982759,0.929348,0.925161,0.995977,0.974556,0.892282,0.008178,0.991822,0.107718,0.895139,0.892282,0.892538,0.884947,0.986707,0.936909,0.891976,0.892282,0.006,23.526,0.015625,23.171875,15.625,23171.875,8488903,8485690,946870,98.018985,12.04528,?
IconsFeatures,1,7,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1815,21804,2422,2169,253,0,89.554088,10.445912,0,0.887494,0.023518,0.108142,17.734853,41.997599,9213.559589,1838.379746,7375.179843,3.804112,0.759034,3.045078,8219.338724,3.393616,216062.897156,0.942529,164,0.007117,16,0.992883,2232,0.057471,10,0.911111,0.942529,0.926554,0.920919,0.989293,0.945937,0.895541,0.007937,0.992063,0.104459,0.898031,0.895541,0.895763,0.88829,0.983597,0.927996,0.895694,0.895541,0.006,23.614,0,23.46875,0,23468.75,8489292,8486079,946481,97.48142,11.970626,?
IconsFeatures,1,8,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1815,21804,2422,2163,259,0,89.306358,10.693642,0,0.884832,0.023075,0.106113,17.401224,41.20956,9213.69098,1470.023182,7743.667798,3.804166,0.606946,3.19722,8256.896382,3.409123,217050.525263,0.948276,165,0.006228,14,0.993772,2234,0.051724,9,0.921788,0.948276,0.934844,0.929832,0.992619,0.9596,0.893064,0.008079,0.991921,0.106936,0.894942,0.893064,0.892967,0.885342,0.988596,0.93673,0.892606,0.893064,0.005,23.279,0.015625,23.109375,15.625,23109.375,8489292,8486079,946481,98.472337,12.073847,?
IconsFeatures,1,9,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1816,21804,2422,2121,301,0,87.572254,12.427746,0,0.866146,0.025411,0.113569,19.162498,44.10507,9213.69098,1870.966221,7342.724759,3.804166,0.772488,3.031678,8131.646521,3.35741,213758.059557,0.982759,171,0.008452,19,0.991548,2229,0.017241,3,0.9,0.982759,0.93956,0.935717,0.995938,0.973179,0.875723,0.009445,0.990555,0.124277,0.877757,0.875723,0.875654,0.86673,0.983878,0.923086,0.875066,0.875723,0.006,23.021,0,22.765625,0,22765.625,8489292,8486079,946481,97.646573,12.182966,?
IconsFeatures,1,10,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1816,21804,2422,2146,276,0,88.604459,11.395541,0,0.87727,0.02422,0.108737,18.264044,42.228743,9213.76658,1718.86737,7494.89921,3.804198,0.709689,3.094508,8202.322793,3.386591,215616.136194,0.965517,168,0.004448,10,0.995552,2238,0.034483,6,0.94382,0.965517,0.954545,0.951055,0.993325,0.975379,0.886045,0.008635,0.991365,0.113955,0.887545,0.886045,0.885885,0.877641,0.985628,0.934249,0.885602,0.886045,0.006,23.791,0,23.28125,0,23281.25,8489292,8486079,946481,97.894302,12.171169,?
