@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

IconsFeatures,1,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1749,21804,2422,2167,255,0,89.471511,10.528489,0,0.886591,0.01827,0.106444,13.777423,41.338223,9213.76658,2135.947457,7077.819123,3.804198,0.881894,2.922304,8374.910666,3.457849,220152.988899,0.95977,167,0.007117,16,0.992883,2232,0.04023,7,0.912568,0.95977,0.935574,0.930797,0.987529,0.957831,0.894715,0.008066,0.991934,0.105285,0.895021,0.894715,0.894448,0.886568,0.975156,0.910133,0.894147,0.894715,0.006,21.535,0.015625,21.03125,15.625,21031.25,8489236,8486079,946481,95.582164,8.788486,?
IconsFeatures,1,1,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.175,21803,2423,2179,244,0,89.929839,10.070161,0,0.891531,0.018384,0.104012,13.863456,40.393528,9217.581682,2020.772523,7196.809159,3.804202,0.833996,2.970206,8388.094559,3.461863,220499.58488,0.977011,170,0.008893,20,0.991107,2229,0.022989,4,0.894737,0.977011,0.934066,0.929773,0.989382,0.938719,0.899298,0.007679,0.992321,0.100702,0.900687,0.899298,0.899199,0.89191,0.977667,0.917358,0.898745,0.899298,0.008,22.497,0,22.3125,0,22312.5,8488855,8485690,946870,96.079241,9.185779,?
IconsFeatures,1,2,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.175,21803,2423,2172,251,0,89.640941,10.359059,0,0.888416,0.018296,0.102926,13.79684,39.972007,9217.318863,1781.387336,7435.931526,3.804094,0.735199,3.068895,8413.772903,3.472461,221173.89662,0.948571,166,0.008897,20,0.991103,2228,0.051429,9,0.892473,0.948571,0.919668,0.913703,0.990548,0.969474,0.896409,0.007913,0.992087,0.103591,0.897641,0.896409,0.896551,0.888844,0.98128,0.926228,0.896047,0.896409,0.007,21.86,0,21.71875,0,21718.75,8488855,8485690,946870,96.78085,9.206415,?
IconsFeatures,1,3,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1751,21803,2423,2182,241,0,90.053652,9.946348,0,0.892863,0.019342,0.105838,14.585893,41.103002,9217.346607,1995.613047,7221.73356,3.804105,0.823612,2.980493,8362.587482,3.451336,219828.453931,0.95977,167,0.00578,13,0.99422,2236,0.04023,7,0.927778,0.95977,0.943503,0.939209,0.98725,0.954134,0.900537,0.007608,0.992392,0.099463,0.901187,0.900537,0.900489,0.893026,0.978317,0.91675,0.900181,0.900537,0.006,21.217,0,21.0625,0,21062.5,8488855,8485690,946870,96.244325,9.333176,?
IconsFeatures,1,4,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1751,21803,2423,2194,229,0,90.548906,9.451094,0,0.898204,0.017971,0.10152,13.552335,39.426078,9217.346607,1788.382561,7428.964046,3.804105,0.738086,3.066019,8431.811115,3.479906,221648.144809,0.971264,169,0.007114,16,0.992886,2233,0.028736,5,0.913514,0.971264,0.941504,0.937342,0.992741,0.954442,0.905489,0.007203,0.992797,0.094511,0.906446,0.905489,0.905344,0.8984,0.980933,0.926221,0.905293,0.905489,0.006,20.661,0,20.5,0,20500,8488855,8485690,946870,96.698308,9.191675,?
IconsFeatures,1,5,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1751,21803,2423,2178,245,0,89.888568,10.111432,0,0.89109,0.018723,0.104454,14.119128,40.565393,9217.336136,2018.304409,7199.031727,3.804101,0.832977,2.971123,8376.772174,3.45719,220201.299415,0.965517,168,0.004891,11,0.995109,2238,0.034483,6,0.938547,0.965517,0.951841,0.948169,0.988154,0.974971,0.898886,0.007728,0.992272,0.101114,0.899752,0.898886,0.898795,0.891279,0.977903,0.920624,0.898662,0.898886,0.005,20.656,0,20.5,0,20500,8488855,8485690,946870,96.120512,9.244738,?
IconsFeatures,1,6,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1752,21803,2423,2182,241,0,90.053652,9.946348,0,0.892846,0.017957,0.101302,13.541219,39.341423,9217.35589,1830.50515,7386.850739,3.804109,0.755471,3.048638,8425.113853,3.477141,221472.115289,0.982759,171,0.009337,21,0.990663,2228,0.017241,3,0.890625,0.982759,0.934426,0.9304,0.993141,0.96548,0.900537,0.00769,0.99231,0.099463,0.901962,0.900537,0.900631,0.893312,0.980415,0.926001,0.900235,0.900537,0.005,20.871,0,20.765625,0,20765.625,8488855,8485690,946870,96.574494,9.218206,?
IconsFeatures,1,7,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1752,21804,2422,2185,237,0,90.214699,9.785301,0,0.894586,0.018922,0.105616,14.269479,41.016601,9213.559589,2063.112989,7150.4466,3.804112,0.851822,2.95229,8365.016782,3.453764,219892.356472,0.965517,168,0.008007,18,0.991993,2230,0.034483,6,0.903226,0.965517,0.933333,0.92859,0.983757,0.93244,0.902147,0.007559,0.992441,0.097853,0.90435,0.902147,0.90238,0.895312,0.977088,0.913299,0.902161,0.902147,0.005,21.016,0.015625,20.953125,15.625,20953.125,8489244,8486079,946481,95.995045,9.233809,?
IconsFeatures,1,8,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1752,21804,2422,2189,233,0,90.379851,9.620149,0,0.896379,0.01848,0.103179,13.935893,40.070402,9213.69098,1999.347096,7214.343884,3.804166,0.825494,2.978672,8393.238548,3.465416,220634.576382,0.965517,168,0.005338,12,0.994662,2236,0.034483,6,0.933333,0.965517,0.949153,0.945303,0.990097,0.955759,0.903799,0.007329,0.992671,0.096201,0.904364,0.903799,0.90355,0.896451,0.977868,0.91784,0.903056,0.903799,0.005,21.075,0.015625,20.9375,15.625,20937.5,8489244,8486079,946481,96.11891,9.263301,?
IconsFeatures,1,9,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1753,21804,2422,2151,271,0,88.8109,11.1891,0,0.879476,0.019748,0.108457,14.892048,42.119821,9213.69098,2146.159509,7067.531471,3.804166,0.88611,2.918056,8319.047996,3.434784,218684.315941,0.988506,172,0.009342,21,0.990658,2227,0.011494,2,0.891192,0.988506,0.93733,0.933673,0.995685,0.961207,0.888109,0.008573,0.991427,0.111891,0.889265,0.888109,0.887959,0.879744,0.976266,0.909938,0.887702,0.888109,0.006,20.874,0,20.765625,0,20765.625,8489244,8486079,946481,95.871181,9.295741,?
IconsFeatures,1,10,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1753,21804,2422,2162,260,0,89.26507,10.73493,0,0.884362,0.01935,0.105703,14.591839,41.050384,9213.76658,2028.198245,7185.568335,3.804198,0.837406,2.966791,8352.337338,3.448529,219559.5992,0.971264,169,0.005338,12,0.994662,2236,0.028736,5,0.933702,0.971264,0.952113,0.948542,0.987914,0.969282,0.892651,0.008242,0.991758,0.107349,0.893508,0.892651,0.892579,0.884594,0.977932,0.918318,0.892063,0.892651,0.006,20.496,0,20.359375,0,20359.375,8489244,8486079,946481,96.160198,9.348826,?
IconsFeatures,1,1,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1753,21803,2423,2185,238,0,90.177466,9.822534,0,0.894214,0.019329,0.103507,14.576421,40.197602,9217.581682,1837.044561,7380.537122,3.804202,0.758169,3.046033,8370.572584,3.454632,220038.981091,0.982759,171,0.008448,19,0.991552,2230,0.017241,3,0.9,0.982759,0.93956,0.935719,0.989355,0.938772,0.901775,0.007396,0.992604,0.098225,0.904232,0.901775,0.901711,0.894919,0.981228,0.925339,0.901258,0.901775,0.007,21.809,0,21.703125,0,21703.125,8488863,8485690,946870,96.822121,9.739992,?
IconsFeatures,1,2,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1754,21803,2423,2178,245,0,89.888568,10.111432,0,0.891096,0.01966,0.104087,14.825441,40.422845,9217.318863,1748.843175,7468.475688,3.804094,0.721768,3.082326,8368.930394,3.453954,219995.116007,0.942857,165,0.006673,15,0.993327,2233,0.057143,10,0.916667,0.942857,0.929577,0.924119,0.990714,0.975404,0.898886,0.007646,0.992354,0.101114,0.900383,0.898886,0.898915,0.891559,0.982697,0.928381,0.898392,0.898886,0.007,21.868,0,21.71875,0,21718.75,8488863,8485690,946870,97.111019,9.772419,?
IconsFeatures,1,3,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1754,21803,2423,2189,234,0,90.342551,9.657449,0,0.895992,0.020072,0.104505,15.136621,40.585336,9217.346607,1879.01299,7338.333617,3.804105,0.77549,3.028615,8354.690124,3.448077,219620.855027,0.954023,166,0.00578,13,0.99422,2236,0.045977,8,0.927374,0.954023,0.94051,0.935946,0.987344,0.959195,0.903426,0.007309,0.992691,0.096574,0.904968,0.903426,0.903225,0.896328,0.980794,0.923837,0.90329,0.903426,0.005,21.668,0,21.5,0,21500,8488863,8485690,946870,96.739579,9.887389,?
IconsFeatures,1,4,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1754,21803,2423,2193,230,0,90.507635,9.492365,0,0.897763,0.018999,0.10205,14.327531,39.631993,9217.346607,1729.507192,7487.839416,3.804105,0.713788,3.090318,8401.117226,3.467238,220841.290443,0.971264,169,0.00578,13,0.99422,2236,0.028736,5,0.928571,0.971264,0.949438,0.94571,0.992698,0.954024,0.905076,0.007212,0.992788,0.094924,0.9068,0.905076,0.905018,0.89822,0.982664,0.93043,0.904937,0.905076,0.005,21.845,0.015625,21.546875,15.625,21546.875,8488863,8485690,946870,97.069748,9.669241,?
IconsFeatures,1,5,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1755,21803,2423,2181,242,0,90.012381,9.987619,0,0.892435,0.019907,0.105213,15.012149,40.86037,9217.336136,1858.252355,7359.083781,3.804101,0.766922,3.037179,8348.46701,3.445508,219457.237871,0.971264,169,0.004002,9,0.995998,2240,0.028736,5,0.949438,0.971264,0.960227,0.957184,0.98812,0.975492,0.900124,0.007564,0.992436,0.099876,0.901684,0.900124,0.900045,0.892832,0.981098,0.924659,0.899991,0.900124,0.006,21.161,0.015625,21.0625,15.625,21062.5,8488863,8485690,946870,96.822121,9.772419,?
IconsFeatures,1,6,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1755,21803,2423,2203,220,0,90.920347,9.079653,0,0.902194,0.019082,0.101227,14.389766,39.31219,9217.35589,1754.151385,7463.204504,3.804109,0.723958,3.08015,8400.121931,3.466827,220815.149228,0.982759,171,0.008893,20,0.991107,2229,0.017241,3,0.895288,0.982759,0.936986,0.933049,0.993146,0.966576,0.909203,0.00694,0.99306,0.090797,0.910213,0.909203,0.909212,0.902511,0.982419,0.931645,0.90885,0.909203,0.005,20.994,0,20.78125,0,20781.25,8488863,8485690,946870,96.987206,9.757679,?
IconsFeatures,1,7,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1756,21804,2422,2169,253,0,89.554088,10.445912,0,0.887488,0.020057,0.106881,15.125072,41.507958,9213.559589,2030.154818,7183.404772,3.804112,0.838214,2.965898,8326.358486,3.437803,218876.140467,0.95977,167,0.007117,16,0.992883,2232,0.04023,7,0.912568,0.95977,0.935574,0.930797,0.983688,0.93172,0.895541,0.007961,0.992039,0.104459,0.897276,0.895541,0.89558,0.888001,0.978583,0.917415,0.895339,0.895541,0.007,21.113,0.015625,20.984375,15.625,20984.375,8489252,8486079,946481,96.325351,9.679132,?
IconsFeatures,1,8,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1756,21804,2422,2187,235,0,90.297275,9.702725,0,0.895497,0.01955,0.103026,14.742552,40.010861,9213.69098,1830.740394,7382.950586,3.804166,0.75588,3.048287,8372.956514,3.457042,220101.418887,0.954023,166,0.004004,9,0.995996,2239,0.045977,8,0.948571,0.954023,0.951289,0.947512,0.989971,0.953751,0.902973,0.007357,0.992643,0.097027,0.903711,0.902973,0.902664,0.895587,0.981157,0.923998,0.902336,0.902973,0.005,21.134,0.015625,21.046875,15.625,21046.875,8489252,8486079,946481,96.820809,9.835437,?
IconsFeatures,1,9,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1756,21804,2422,2166,256,0,89.430223,10.569777,0,0.886154,0.02106,0.108763,15.88108,42.238681,9213.69098,2084.940485,7128.750495,3.804166,0.860834,2.943332,8284.047183,3.420333,217764.243268,0.977011,170,0.008897,20,0.991103,2228,0.022989,4,0.894737,0.977011,0.934066,0.92977,0.996,0.9707,0.894302,0.008061,0.991939,0.105698,0.895702,0.894302,0.894167,0.886494,0.97819,0.916206,0.894008,0.894302,0.006,20.982,0,20.859375,0,20859.375,8489252,8486079,946481,96.284063,9.876725,?
IconsFeatures,1,10,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1757,21804,2422,2180,242,0,90.008258,9.991742,0,0.892377,0.020434,0.104955,15.409636,40.759749,9213.76658,1898.751232,7315.015348,3.804198,0.78396,3.020238,8331.914667,3.440097,219022.744291,0.965517,168,0.004448,10,0.995552,2238,0.034483,6,0.94382,0.965517,0.954545,0.951055,0.990693,0.97279,0.900083,0.007623,0.992377,0.099917,0.901278,0.900083,0.90021,0.892779,0.980741,0.926407,0.899825,0.900083,0.006,20.839,0,20.6875,0,20687.5,8489252,8486079,946481,96.738233,9.974047,?
IconsFeatures,1,1,weka.classifiers.lazy.IBk,'-K 6 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1757,21803,2423,2177,246,0,89.847297,10.152703,0,0.890657,0.020294,0.103935,15.303675,40.363656,9217.581682,1738.982191,7478.599491,3.804202,0.717698,3.086504,8344.561236,3.443897,219355.215365,0.982759,171,0.009337,21,0.990663,2228,0.017241,3,0.890625,0.982759,0.934426,0.9304,0.989626,0.947803,0.898473,0.007663,0.992337,0.101527,0.90117,0.898473,0.898546,0.89148,0.983354,0.929728,0.898205,0.898473,0.005,21.559,0,21.375,0,21375,8488871,8485690,946870,97.276104,10.264725,?
IconsFeatures,1,2,weka.classifiers.lazy.IBk,'-K 6 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1757,21803,2423,2176,247,0,89.806026,10.193974,0,0.890216,0.020618,0.105195,15.548259,40.853483,9217.318863,1726.742954,7490.575909,3.804094,0.712647,3.091447,8330.751301,3.438197,218991.497431,0.948571,166,0.007117,16,0.992883,2232,0.051429,9,0.912088,0.948571,0.929972,0.924612,0.990635,0.975137,0.89806,0.007667,0.992333,0.10194,0.900685,0.89806,0.898295,0.891088,0.983678,0.928798,0.897832,0.89806,0.006,21.477,0.015625,21.265625,15.625,21265.625,8488871,8485690,946870,97.358646,10.270621,?
IconsFeatures,1,3,weka.classifiers.lazy.IBk,'-K 6 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1758,21803,2423,2188,235,0,90.301279,9.698721,0,0.895548,0.0211,0.105266,15.911311,40.880746,9217.346607,1759.30736,7458.039248,3.804105,0.726086,3.078019,8324.663967,3.435685,218831.553414,0.948276,165,0.004002,9,0.995998,2240,0.051724,9,0.948276,0.948276,0.948276,0.944274,0.987159,0.957884,0.903013,0.007329,0.992671,0.096987,0.904643,0.903013,0.902827,0.895921,0.983265,0.928509,0.90282,0.903013,0.005,21.713,0,21.640625,0,21640.625,8488871,8485690,946870,97.276104,10.420966,?
IconsFeatures,1,4,weka.classifiers.lazy.IBk,'-K 6 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1758,21803,2423,2185,238,0,90.177466,9.822534,0,0.894213,0.01994,0.102858,15.037,39.94557,9217.346607,1686.664339,7530.682269,3.804105,0.696106,3.107999,8370.850223,3.454746,220045.6577,0.971264,169,0.00578,13,0.99422,2236,0.028736,5,0.928571,0.971264,0.949438,0.94571,0.992639,0.953167,0.901775,0.007422,0.992578,0.098225,0.903832,0.901775,0.901841,0.89483,0.983944,0.932749,0.901631,0.901775,0.005,21.918,0,21.671875,0,21671.875,8488871,8485690,946870,97.358646,10.143859,?
IconsFeatures,1,5,weka.classifiers.lazy.IBk,'-K 6 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1758,21803,2423,2170,253,0,89.558399,10.441601,0,0.88754,0.021227,0.10704,16.007637,41.569674,9217.336136,1791.549891,7425.786245,3.804101,0.739393,3.064707,8304.661004,3.427429,218305.703709,0.965517,168,0.003557,8,0.996443,2241,0.034483,6,0.954545,0.965517,0.96,0.956904,0.990884,0.978811,0.895584,0.007937,0.992063,0.104416,0.897072,0.895584,0.895565,0.887946,0.982842,0.926085,0.895399,0.895584,0.005,22.269,0,22.09375,0,22093.75,8488871,8485690,946870,97.234833,10.317788,?
IconsFeatures,1,6,weka.classifiers.lazy.IBk,'-K 6 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1759,21803,2423,2200,223,0,90.796533,9.203467,0,0.900861,0.019999,0.101455,15.081454,39.400911,9217.35589,1669.65361,7547.70228,3.804109,0.689085,3.115024,8373.458689,3.455823,220114.248949,0.982759,171,0.009337,21,0.990663,2228,0.017241,3,0.890625,0.982759,0.934426,0.9304,0.993334,0.972424,0.907965,0.00703,0.99297,0.092035,0.909625,0.907965,0.908072,0.901411,0.984309,0.934803,0.907626,0.907965,0.005,21.23,0,21.109375,0,21109.375,8488871,8485690,946870,97.399917,10.285361,?
IconsFeatures,1,7,weka.classifiers.lazy.IBk,'-K 6 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1759,21804,2422,2175,247,0,89.801817,10.198183,0,0.890153,0.020813,0.106709,15.695497,41.441259,9213.559589,1927.036883,7286.522706,3.804112,0.795639,3.008473,8308.055002,3.430246,218394.994252,0.965517,168,0.006228,14,0.993772,2234,0.034483,6,0.923077,0.965517,0.94382,0.939643,0.98933,0.939778,0.898018,0.007796,0.992204,0.101982,0.899612,0.898018,0.898036,0.890606,0.980695,0.921608,0.89792,0.898018,0.005,21.662,0.015625,21.53125,15.625,21531.25,8489260,8486079,946481,96.779521,10.177539,?
IconsFeatures,1,8,weka.classifiers.lazy.IBk,'-K 6 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1759,21804,2422,2188,234,0,90.338563,9.661437,0,0.895944,0.02042,0.103514,15.398952,40.200342,9213.69098,1744.514912,7469.176068,3.804166,0.720279,3.083888,8348.638088,3.447002,219462.156032,0.95977,167,0.004893,11,0.995107,2237,0.04023,7,0.938202,0.95977,0.948864,0.944928,0.989918,0.953481,0.903386,0.007331,0.992669,0.096614,0.90472,0.903386,0.90325,0.89626,0.983054,0.928237,0.903112,0.903386,0.006,21.707,0.015625,21.5,15.625,21500,8489260,8486079,946481,97.233691,10.342692,?
IconsFeatures,1,9,weka.classifiers.lazy.IBk,'-K 6 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.18,21804,2422,2152,270,0,88.852188,11.147812,0,0.879928,0.022003,0.109453,16.592357,42.506698,9213.69098,2062.074702,7151.616278,3.804166,0.851393,2.952773,8252.078471,3.407134,216923.875973,0.977011,170,0.008452,19,0.991548,2229,0.022989,4,0.899471,0.977011,0.936639,0.932446,0.996134,0.975238,0.888522,0.008503,0.991497,0.111478,0.890066,0.888522,0.888336,0.880295,0.979251,0.918484,0.888096,0.888522,0.006,21.839,0,21.703125,0,21703.125,8489260,8486079,946481,96.531792,10.404624,?
IconsFeatures,1,10,weka.classifiers.lazy.IBk,'-K 6 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.18,21804,2422,2166,256,0,89.430223,10.569777,0,0.88615,0.021482,0.105699,16.199473,41.048842,9213.76658,1818.975264,7394.791316,3.804198,0.751022,3.053176,8301.691905,3.427618,218228.272353,0.965517,168,0.005338,12,0.994662,2236,0.034483,6,0.933333,0.965517,0.949153,0.945303,0.990656,0.972557,0.894302,0.008077,0.991923,0.105698,0.895179,0.894302,0.894306,0.886406,0.982614,0.929996,0.893996,0.894302,0.006,21.609,0,21.515625,0,21515.625,8489260,8486079,946481,97.151115,10.513743,?
IconsFeatures,1,1,weka.classifiers.lazy.IBk,'-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1801,21803,2423,2183,240,0,90.094924,9.905076,0,0.893325,0.02116,0.104196,15.956533,40.465105,9217.581682,1727.234622,7490.34706,3.804202,0.71285,3.091352,8317.822664,3.432861,218652.332983,0.982759,171,0.008893,20,0.991107,2229,0.017241,3,0.895288,0.982759,0.936986,0.933049,0.990036,0.95912,0.900949,0.007481,0.992519,0.099051,0.903596,0.900949,0.900842,0.894046,0.984053,0.931405,0.900652,0.900949,0.007,22.7,0,22.609375,0,22609.375,8488879,8485690,946870,97.441189,10.777666,?
IconsFeatures,1,2,weka.classifiers.lazy.IBk,'-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1801,21803,2423,2176,247,0,89.806026,10.193974,0,0.890214,0.021328,0.105868,16.083629,41.114784,9217.318863,1646.875269,7570.443593,3.804094,0.679684,3.124409,8304.211394,3.427244,218293.839567,0.942857,165,0.007117,16,0.992883,2232,0.057143,10,0.911602,0.942857,0.926966,0.92133,0.990599,0.975707,0.89806,0.007674,0.992326,0.10194,0.900131,0.89806,0.898182,0.890881,0.985344,0.932156,0.897692,0.89806,0.006,22.419,0,22.265625,0,22265.625,8488879,8485690,946870,97.730087,10.721656,?
IconsFeatures,1,3,weka.classifiers.lazy.IBk,'-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1801,21803,2423,2190,233,0,90.383822,9.616178,0,0.896437,0.021993,0.106073,16.585351,41.194229,9217.346607,1724.371598,7492.97501,3.804105,0.711668,3.092437,8294.196433,3.42311,218030.649292,0.948276,165,0.00578,13,0.99422,2236,0.051724,9,0.926966,0.948276,0.9375,0.932675,0.987335,0.964371,0.903838,0.007261,0.992739,0.096162,0.905789,0.903838,0.903776,0.896957,0.984311,0.930607,0.903752,0.903838,0.006,21.6,0,21.390625,0,21390.625,8488879,8485690,946870,97.523731,10.88674,?
IconsFeatures,1,4,weka.classifiers.lazy.IBk,'-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1802,21803,2423,2178,245,0,89.888568,10.111432,0,0.891097,0.020915,0.103721,15.77242,40.280995,9217.346607,1625.066435,7592.280172,3.804105,0.670684,3.133421,8340.207493,3.4421,219240.148162,0.95977,167,0.007114,16,0.992886,2233,0.04023,7,0.912568,0.95977,0.935574,0.930799,0.992971,0.963461,0.898886,0.007676,0.992324,0.101114,0.900633,0.898886,0.898787,0.89155,0.985404,0.934709,0.898701,0.898886,0.005,21.622,0,21.484375,0,21484.375,8488879,8485690,946870,97.688816,10.656801,?
IconsFeatures,1,5,weka.classifiers.lazy.IBk,'-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170414.1802,21803,2423,2162,261,0,89.228229,10.771771,0,0.883993,0.021993,0.107565,16.585354,41.773764,9217.336136,1754.642295,7462.693842,3.804101,0.724161,3.07994,8276.671706,3.415878,217569.945383,0.954023,166,0.003557,8,0.996443,2241,0.045977,8,0.954023,0.954023,0.954023,0.950466,0.990798,0.97821,0.892282,0.008156,0.991844,0.107718,0.894576,0.892282,0.892108,0.884558,0.983922,0.927786,0.892139,0.892282,0.005,22.207,0.015625,22.078125,15.625,22078.125,8488879,8485690,946870,97.48246,10.777666,?
